source,issue,openAI_PS,Inferred_ETD_pattern,coment,y_PS,y''_PS,ACC_AI_PS
nodejs,"I have developed one functionality using node socket and uploaded on Apache server. SSL is installed on the server but node socket is not working with SSL Without SSL functionality is working fine. Hi, I have already tried all the solutions which you send me but not working","The sentence """""" SSL is installed on the server but node socket is not working with SSL Without SSL functionality is working fine. """""" uses <pattern>node socket is not working with SSL</pattern> to indicate that there is an issue with the node socket when SSL is enabled. The answer is YES.",,,0,0,1
typescript,"Got a weird issue where I am trying to add a customd.tsfile to add some methods to an existing module (express) but VSCode picks them up, but when I gulp them (using same tsconfig) it doesnt seem to pick them up can I just confirm the syntax should be like and as long as thed.tsfile which contains this is referenced in tsconfigfilessection it should work right?","The sentence """""" it doesnt seem to pick them up """""" uses <pattern>it doesnt VB to pick them up</pattern> to indicate that there is an issue with the code where some methods are not being picked up. The answer is YES.",,,0,0,1
nodejs,Hi I have a async function. This function calls another await (calling a rest api ticker link). I want to wait for this function for 10 seconds irrespective of that internal api ticker finished or not. Hwo do I do taht?,"The sentence """""" I want to wait for this function for 10 seconds irrespective of that internal api ticker finished or not. """""" uses <pattern>want to wait for this function</pattern> to indicate that the user wants to implement a waiting mechanism for a specific duration of time. The answer is YES.",,,1,0,0
gitter,"Hi, I'm trying to use Gitter Desktop. Any thoughts on why the words are not readable? It looks like a font issue for me. .before after but definitely related to latest insider build. Thanks all thanks@RedBaron2. I'll look forward to it. It's still not available for me.","The sentence """""" Any thoughts on why the words are not readable? """""" uses <pattern>why the words are not readable</pattern> to indicate that there is an issue with the readability of the words. The answer is YES.",,,0,0,1
appium,hi! I have an error Message: Class Initialization method AidaTest.ScenarioStart.ClassInitialize threw exception. System.InvalidOperationException: System.InvalidOperationException: Couldn't connect to remote machine. ---> System.InvalidOperationException: Couldn't get process information from performance counter. ---> System.ComponentModel.Win32Exception: Access is denied. I have to run one .exe file. Work with WinAppDriver,"The sentence """""" Class Initialization method AidaTest.ScenarioStart.ClassInitialize threw exception. System.InvalidOperationException: System.InvalidOperationException: Couldn't connect to remote machine. ---> System.InvalidOperationException: Couldn't get process information from performance counter. ---> System.ComponentModel.Win32Exception: Access is denied. """""" uses <pattern>exception VB exception</pattern> to indicate that there is an exception occurring in the code. The answer is YES.",,,0,0,1
deeplearning4j,"AlexDBlack: Hello.Alex.I have a question when deploying dl4j on server. It seems when a network model instance is dealing with large requests from multiple threads, the time will dramatically increase. Is there any machanism that will block multiple requests when I invoke 'model.output(inputArr); 'Can a model instance dealing with calculation requests from multiple threads at a time?","The sentence """""" It seems when a network model instance is dealing with large requests from multiple threads, the time will dramatically increase. """""" uses <pattern>when a network model instance is dealing with large requests from multiple threads, the time will dramatically increase</pattern> to indicate that there is a performance issue when the network model instance is handling multiple requests. The answer is YES.",,,0,0,1
typescript,I have install flexslider via:npm install -D @types/flexslider but I am getting the following error: index.d.ts is not a module. any idea?,"The sentence """""" I am getting the following error: index.d.ts is not a module. """""" uses <pattern>I am getting the following error:</pattern> to indicate that the user is encountering an error with ""index.d.ts"" file. The answer is YES.",,,0,0,1
deeplearning4j,I followed the steps for running the example files but it seems that it is not able to download the required files. I am getting around 100 file not found errors. Any idea to resolve this problem?,"The sentence """""" I am getting around 100 file not found errors. """""" uses <pattern>getting around.. file not found errors</pattern> to indicate that the user is encountering a problem where they are getting multiple ""file not found"" errors. The answer is YES.",,,0,0,1
docker,"i tried many times to understand what docker is. please tell me if i am wrong we are using images as environments like .net or something else and put our app in .net image, so our app runs on every machine same way? SISheogorath: so when we run our app on another machine, it runs on same filesystem and settings right? to my understanding, when we run our app in container, docker creates virtual filesystem and arrange settings for this container. SISheogorath: no, i have limited experience with unix and linux","The sentence """""" so when we run our app on another machine, it runs on same filesystem and settings right? to my understanding, when we run our app in container, docker creates virtual filesystem and arrange settings for this container. """""" uses <pattern>when we run our app on another machine, it runs on same filesystem and settings right?</pattern> to indicate that the user has a misunderstanding about how Docker works. The answer is YES.",,,1,0,0
appium,"How can i start testing app using appium via ruby. i've installed appium ,eclipse,selenium webdriver. Can u provide me a link that i can look upto. ? i'm using windows","The sentence """""" How can i start testing app using appium via ruby. """""" uses <pattern>how can i start VBG app using X via Y</pattern> to indicate that the user needs guidance on how to start testing an app using Appium via Ruby. The answer is YES.",,,1,0,0
ethereum,"Hey folks, I live in Berlin and i remember there was a coworkijg space called ETHDEV in Kreuzberg. Google maps says it's Oranienburgerstr. 6 but nobody's there Has it moved, or is it not really a coworking space?","The sentence """""" Google maps says it's Oranienburgerstr. 6 but nobody's there """""" uses <pattern>Google maps says it's</pattern> to indicate that the location mentioned in Google maps does not match the actual place. The answer is YES.",,,0,0,1
nodejs,"Hello, I\'m working on indoor positioning with node.js. I want to apply Kalman Filter to Reduce RSSI Noise. I have a library for this: "" "". The use of this library was quickly explained but I didn\'t understand much. That\'s why I need help. How do I apply a kalman filter to my prediction code?","The sentence """""" How do I apply a kalman filter to my prediction code? """""" uses <pattern>How do I apply a kalman filter to my prediction code</pattern> to indicate that the user needs help with applying a Kalman filter to their prediction code. The answer is YES.",,,0,0,1
appium,Hello everyone. I used google firebase for android. But I can't fetch data from google firebase. Help me.,"The sentence """""" I can't fetch data from google firebase. """""" uses <pattern>can't fetch data from</pattern> to indicate that there is an error or undesired behavior in fetching data from Google Firebase. The answer is YES.",,,0,0,1
typescript,Hi! Is there any way to map T | undefined to T? I tried NonNullable but it did not work :( Like so,"The sentence ""Is there any way to map T | undefined to T?"" uses <pattern>map T | undefined to T</pattern> to indicate that the user is trying to find a way to map a type that can be either T or undefined to just T. The answer is YES.",,,0,0,1
ethereum,"Hi, I downloaded my wallet a few weeks ago and last night transferred some Ethereum to my wallet but 24 hours later it hasn't arrived. I have double checked that I used the correct key to my Main Account (Etherbase) and it still hasn't arrived, can anyone assist me","The sentence """""" 24 hours later it hasn't arrived. """""" uses <pattern>it hasn't arrived</pattern> to indicate that the Ethereum transfer has not been completed successfully. The answer is YES.",,,0,0,1
gitter,hi i have some problem about gitter xprop doesnt give me gitter's wm_class i am using i3wm so i need that for assing it to my workspace thank you@MadLittleMods,"The sentence """""" xprop doesnt give me gitter's wm_class """""" uses <pattern>xprop doesnt give PRP$ NNS</pattern> to describe the problem with ""xprop"" not providing the necessary information. The answer is YES.",,,0,0,1
deeplearning4j,"Hi there, I have a problem to get the 0.4.1-SNAPSHOT version. No problem to get the stable version 0.4.0. Snapshot repository is set up as well. Is something missing? Alright, thanks for the info. Is there a date when 0.4.1 becomes stable?","The sentence """""" I have a problem to get the 0.4.1-SNAPSHOT version. """""" uses <pattern>a problem to get the version</pattern> to indicate that the user is facing a problem while trying to obtain the 0.4.1-SNAPSHOT version. The answer is YES.",,,0,0,1
typescript,"Hello! I just have a quick question. Ever since upgrading to typescript 2.4.1, I am getting a strange ""implicit any""-Error. Am I missing something here perhaps? This is why I am confused Is that a bug? In TypeScript 2.3 it worked just fine, and I do not want ""x: any"" in my code Using any would, IMO, totally defy one of the core reasons of using typescript No, it isn't Ah, I found the problem. Seems that I updated PouchDB dependencies which then caused an error somewhere completely else","The sentence """""" Ever since upgrading to typescript 2.4.1, I am getting a strange ""implicit any""-Error. """""" uses <pattern>upgrading to VB CD</pattern> to indicate that there is an error occurring after upgrading TypeScript. The answer is YES.",,,0,0,1
typescript,"Hi, I am using Visual Studio 2017 and am using webpack to compile the typescript files in the soluton The proble is visual studio also adds a command to the msbuild csproj file to compile the typescript too this slows down builds, and the output js is unused, so i'd like to remove it commenting the line out in the csproj works, but then VS Intellisense stops working (find all referneces etc). I there a way to make this work again with webpack? or somehow make intellisense work but disable compilation?","The sentence """""" The proble is visual studio also adds a command to the msbuild csproj file to compile the typescript too """""" uses <pattern>The problem is VB also adds a command to the msbuild csproj file to VB</pattern> to indicate the undesired behavior of Visual Studio adding a command to compile TypeScript files. The answer is YES.",,,0,0,1
typescript,"Then my question is how do you get that to work? Do I need to have my production file in a module? Alright I'll try this again, but every time I do, I get a loop of compiler errors and I can't figure how to resolve them that's a good way of doing it I think I'm a tackle one thing at a time my first step will to be to run my unit tests in browser mode","The sentence """""" but every time I do, I get a loop of compiler errors and I can't figure how to resolve them """""" uses <pattern>get a loop of compiler errors</pattern> to indicate that the user is experiencing a loop of compiler errors. The answer is YES.",,,0,0,1
appium,"before update to appium 1.7, I am using the following to set process Arguments; but now 1.7 having error said process arguments be in json format. Can someone help me how to convert it. Appreciate for your help","The sentence """""" now 1.7 having error said process arguments be in json format. """""" uses <pattern>now X having error said Y be in Z format</pattern> to indicate that the user is encountering an error message in Appium 1.7 regarding the format of process arguments. The answer is YES.",,,0,0,1
deeplearning4j,"Hi, i'm using sbt but cannot import cuda and spark dependencies for snapshot. All other deps are ok. ""0.8.1_spark_2-SNAPSHOT"" doesn't like it. yes of course. %% adds scala version. Even if I add it manually like this, still can't import.","The sentence """""" cannot import cuda and spark dependencies for snapshot. """""" uses <pattern>cannot import X and Y dependencies for Z</pattern> to indicate that the user is facing issues with importing the ""cuda"" and ""spark"" dependencies. The answer is YES.",,,0,0,1
typescript,"hello, guys! Can anyone try to help me with this error? I'm receiving this error: I've just change from Typescript 2.3 to 2.4 I think could be the Strict contravariance for callback parameters but I didn't find a way to fix it","The sentence """""" I'm receiving this error: I've just change from Typescript 2.3 to 2.4 I think could be the Strict contravariance for callback parameters but I didn't find a way to fix it """""" uses <pattern>I'm receiving this error</pattern> and <pattern>I think could be the Strict contravariance for callback parameters</pattern> to indicate that the user is experiencing an error related to ""Strict contravariance for callback parameters"" after upgrading from TypeScript 2.3 to 2.4. The answer is YES.",,,0,0,1
docker,hi i have a question i use a docker compose with 3 container one of this is mvc .net core api i need to call another service is into another container. I recived thi error message System.Net.Http.HttpRequestException: An error occurred while sending the request. ---> System.Net.Http.CurlException: Couldn't connect to server,"The sentence """""" I recived thi error message System.Net.Http.HttpRequestException: An error occurred while sending the request. ---> System.Net.Http.CurlException: Couldn't connect to server """""" uses <pattern>System.Net.Http.HttpRequestException: An error occurred while sending the request</pattern> to indicate that there is an error in sending the request. The answer is YES.",,,0,0,1
nodejs,"I am having some problem in installing node-v4.4.4. I have downloaded the file Linux Binaries (.tar.xz), but I am not able to install it. Neither there is any configure file, nor the command make install is working.","The sentence """""" I am having some problem in installing node-v4.4.4. """""" uses <pattern>having some problem in VBG</pattern> to indicate that the user is facing an issue with installing ""node-v4.4.4"". The answer is YES.",,,0,0,1
appium,"Hi , i a Hi i am using appium 1.7.2 , i am able to launch app but unable to locate element in natjve ios..can someone plz help Finding element using xpath","The sentence """""" i am able to launch app but unable to locate element in natjve ios """""" uses <pattern>unable to locate element</pattern> to indicate that the user is encountering an issue with locating an element in native iOS using Appium. The answer is YES.",,,0,0,1
ethereum,"hello guys, in a function like that: if I running out of gas at line 7 will my balance decrease but the transfer never be made?",No sentences found to indicate the error or undesired behavior of the system or code provided by the user. The answer is NO.,,,1,1,1
deeplearning4j,"raver119: nHeight=100, nWidth=100, nChannels=3, batchsize=10. I have a question about cudnn. Does cudnn7 works for dl4j? dl4j site said ""only cudnn6 supported"". However, I could not find cudnn6.0 at the nvidia site. (I downloaded ""cudnn-8.0-windows7-x64-v7.zip"" and copied three files to the three directories in ""C:\\Program Files\\NVIDIA GPU Computing Toolkit\\CUDA\\v8.0.""). raver119: I installed the right version now. However, I had the similar error. Do I have to add the cudnn library using ""Project Structure/Modules/Depencences""?","The sentence """""" However, I had the similar error. """""" uses <pattern>However, I had the similar error</pattern> to indicate that the user is encountering a similar error. The answer is YES.",,,0,0,1
typescript,"Hi all, doesn't anyone know if it's possible to compile a typescript file on it's own using angular's httpClient ? I want to get a service written in Angular / typescript and compile it on it's own so I can run it using ""node mycompiledservice.js""","The sentence """""" doesn't anyone know if it's possible to compile a typescript file on it's own using angular's httpClient ? """""" uses <pattern>doesn't anyone know if it's possible to compile a typescript file on it's own</pattern> to indicate that the user is asking if it's possible to compile a TypeScript file on its own using Angular's httpClient. The answer is YES.",,,1,0,0
appium,"Hello Everyone, I am kind of new to appium. I am automating a mobile web app. I am currently stuck with changing date from a date picker. The appium does not seem to recognise this date picker element . how do i get my driver recognize the date picker element.? any help with be great btw this is for android","The sentence """""" The appium does not seem to recognise this date picker element """""" uses <pattern>the appium does not seem to recognise this element</pattern> to indicate that there is an issue with the appium not recognizing the date picker element. The answer is YES.",,,0,0,1
appium,"i get the following error even though the app is in this location and i have installed it on the emulator too. Any idea why this is happening? ERROR: An unknown server-side error occurred while processing the command. Original error: The application at debug.apk does not exist or is not accessible im using UIAutomator2 Hi, is there a clear documentation on how i can verify toast messages on android using UIAutomator2? i've been trying to verify toast messages on my tests, but dont seem to find a clear approach to it","The sentence """""" ERROR: An unknown server-side error occurred while processing the command. Original error: The application at debug.apk does not exist or is not accessible im using UIAutomator2 """""" uses <pattern>ERROR: An unknown server-side error occurred while processing the command</pattern> to indicate that there is an error related to the server-side processing. The answer is YES.",,,0,0,1
nodejs,hi Guys I wanted to store a database file. Which location should i use so that it woks perfectly on all the operating system??? d3x0r: but ./data will not work in windows operating system,"The sentence """""" but ./data will not work in windows operating system """""" uses <pattern>./data will not work in windows operating system</pattern> to indicate that the user is facing an issue with the file location that is not compatible with the Windows operating system. The answer is YES.",,,0,0,1
nodejs,"I have a Node.js api that is working when i am sending less request. When i increase requests, I start to get Received HTTP error 504 trying to fetch link. I need help to : ? any one","The sentence """""" I start to get Received HTTP error 504 trying to fetch link. """""" uses <pattern>start to get Received HTTP error</pattern> to indicate that the user is encountering an error when trying to fetch a link. The answer is YES.",,,0,0,1
nodejs,"Anyone know of a good library for adding debugging output to an app? I'm using right now, but I wanted something that I could add other tags or categories to or something the debug library only allows for the one. You can use wild cards, but thats a pita. Like if I have models, routes, controllers, then error/debug/info/warn levels for each of those.. that wouldn't be the easiest using debug abhisekp: does that output to the console as well? if needed; I like the how the debug lib just requires you to set the envDEBUGvar ah, yes, console logging","The sentence """""" but I wanted something that I could add other tags or categories to or something the debug library only allows for the one. """""" uses <pattern>wanted something that I could add other tags or categories to</pattern> to indicate that the user wants to add multiple tags or categories to the debugging output. The answer is YES.",,,1,0,0
docker,"Hey all. Wondering if I can get a couple of opinions: I have a container that, during build, effectively seeds the application (specifically, it's couchdb and I publish a couchapp into it). Because of how volumes work, I can use a named or anonymous volume and it's seeded, but if I use a bind mount, it won't be. So these are my options:",No sentences found to indicate the error or undesired behavior of the system or code provided by the user. The answer is NO.,,,1,1,1
docker,"When I do adocker build .what is actually happening at a high level? I assumed it would create a container for this but not run it, but it does appear to run the container too, so is a docker build basically doing a run as well? I am using docker for windows (with windows containers) currently but its often quite dead in here","The sentence """""" I assumed it would create a container for this but not run it, but it does appear to run the container too, so is a docker build basically doing a run as well? """""" uses <pattern>I assumed it would create a container for this but not run it, but it does appear to run the container too</pattern> to indicate the user's confusion about the behavior of ""docker build"". The answer is YES.",,,0,0,1
docker,"mmm, i was just removed from the docker org, i was part of it so that i can make changes to gordon. any way of getting access to gordon back?","The sentence """""" i was just removed from the docker org """""" uses <pattern>was just removed from the docker org</pattern> to indicate that the user has been removed from the Docker organization. The answer is YES.",,,1,0,0
appium,"hello to all, I'm trying to connect a physical device but the app is already installed on device and I have no ipda... is the ipa mandatory to do that?","The sentence """""" is the ipa mandatory to do that? """""" uses <pattern>is the ipa mandatory</pattern> to indicate the user's doubt about the necessity of having an IPA file to connect a physical device. The answer is YES.",,,0,0,1
deeplearning4j,"Do you know when DL4J 0.8.1 will be released? I would like to play with the zoo, but I really can't use snapshot right now tomthetrainer: thanks for your response. I think I will try the keras model. What I want is to use models to understand better the API possible inputs and outputs. Do you suggest any reading/example about importing Keras model besides de dl4j docs. Thanks! Thanks","The sentence """""" I really can't use snapshot right now tomthetrainer: thanks for your response. """""" uses <pattern>can't VB snapshot</pattern> to indicate that the user is currently unable to use the ""snapshot"". The answer is YES.",,,1,0,0
nodejs,Why is my promise not getting called logs I want to upload every image in req files to cloudinary asynchronously,"The sentence """""" Why is my promise not getting called """""" uses <pattern>Why is VB not getting VB</pattern> to indicate that there is an issue with the promise not being called. The answer is YES.",,,0,0,1
ethereum,"Hello, i need contact with Vitalik... How can i contact with Vitalik please!? LogvinovLeon: Thank you! I tried to contact him by twitter but he did not respond. The problem is that I lost his number and I have written emails but he does not respond ... :(","The sentence """""" The problem is that I lost his number and I have written emails but he does not respond ... :( """""" uses <pattern>VB PRP lost PRP$ number and PRP VBD emails</pattern> to describe the problem of not being able to contact Vitalik. The answer is YES.",,,0,0,1
appium,"Hi there, I have some troubles using appium as remote selenium server and downloading the apk over a ssl connection with a self signed certificate. It claims, that it can't download the app over http with a self signed certificate. Is there a property I can set or an environment variable to get rid of this error.","The sentence """""" It claims, that it can't download the app over http with a self signed certificate. """""" uses <pattern>can't download the app over http</pattern> to indicate the error or undesired behavior of the system or code provided by the user. The answer is YES.",,,0,0,1
appium,can we enable disable SIM in android using ADB or Appium?,No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
ethereum,hi. i transferred 0.2 eth to my account 5 hours ago and i still don't see anything on my wallet or etherscan. how long do i need to wait?,"The sentence """""" i transferred 0.2 eth to my account 5 hours ago and i still don't see anything on my wallet or etherscan. """""" uses <pattern>transferred eth to my account</pattern> to indicate that the user is experiencing a delay in seeing the transferred ETH in their wallet or etherscan. The answer is YES.",,,0,0,1
deeplearning4j,"Hi Guys, does anybody know what's the problem with running examples on mac os? trying to run MnistMLPExample and get fatal error has been detected by the Java Runtime Environment: yes. Even updated JDK Here is my gist","The sentence """""" trying to run MnistMLPExample and get fatal error has been detected by the Java Runtime Environment: yes. """""" uses <pattern>trying to run example and get fatal error</pattern> to indicate that the user is encountering a fatal error while trying to run the example. The answer is YES.",,,0,0,1
nodejs,"I need help , how can i update global variable 'data' fromthenin promise . roychri: if i use global data , nothing changing . console.log(data) display data without change after parse function , but inthendata is changed . If i try set data in then to global roychri: you are right, but in then console.log show information what i need , but not in global . i cant use changed variable in the rest of the program .only in then . its my problem .","The sentence """""" i need help , how can i update global variable 'data' from then in promise """""" uses <pattern>update global variable NNP from NNP in NNP</pattern> to indicate that the user is having trouble updating a global variable 'data' from within a promise. The answer is YES.",,,0,0,1
gitter,"Hi everyone. Is there a way to archive an old inactive gitter room, so that people can't post there anymore, but the archives are still available? I don't want to delete the room, since the delete dialog box mentions that all messages will be deleted and we would like to keep the messages in the room as an archive.","The sentence """""" Is there a way to archive an old inactive gitter room, so that people can't post there anymore, but the archives are still available? """""" uses <pattern>Is there a way to archive</pattern> to indicate that the user is looking for a way to archive an old inactive gitter room. The answer is YES.",,,1,0,0
nodejs,i am trying to fetch geolocation using google api but some error is coming regarding api key here is the link i am using this in a node app@rjoydip,"The sentence """""" some error is coming regarding api key """""" uses <pattern>VBG regarding</pattern> to indicate that there is an error related to the API key. The answer is YES.",,,0,0,1
nodejs,So I used Js and node for a while up until node v 0.10 and around when io.js was forked. And haven't touched it much since. And now is on v6 and most people are doing es6. Can anyone point me in the right direction on trying to start new projects using es6 properly? I'm not as familiar with that new syntax as much. Arrow functions look weird lol Thanks guys Yea at work were starting a project in node so I need to catch up,"The sentence """""" Can anyone point me in the right direction on trying to start new projects using es6 properly? """""" uses <pattern>point me in the right direction on trying to start new projects using es6 properly</pattern> to indicate that the user is seeking guidance on how to properly start new projects using ES6. The answer is YES.",,,0,0,1
typescript,"I have some places where I use{ [key: string]: any }, can I safely replace that with Object? Or should I use object?","The sentence """""" I have some places where I use{ [key: string]: any }, can I safely replace that with Object? """""" uses <pattern>replace that with Object</pattern> to indicate that the user wants to replace ""{ [key: string]: any }"" with ""Object"". The answer is YES.",,,1,0,0
deeplearning4j,how it was impossible to get a working scala 2.10 build ah i already moved away from both google and 2.10 now anyway:P document what exactly how to get it running on google?,"The sentence """""" how it was impossible to get a working scala 2.10 build """""" uses <pattern>how it was impossible</pattern> to indicate that the user encountered a problem with getting a working Scala 2.10 build. The answer is YES.",,,0,0,1
ethereum,total newb question... I transferred out some Ether to a trading service and yet my local wallet still hasn't updated (that the withdrawal occured)... any idea why?,"The sentence """""" my local wallet still hasn't updated (that the withdrawal occured) """""" uses <pattern>VB PRP$ local wallet still hasn't updated</pattern> to indicate that the user's local wallet is not updating after a withdrawal. The answer is YES.",,,0,0,1
nodejs,hello guys I am getting the following error in a nodejs project any ideas? problem solved,No sentences found to indicate the error or undesired behavior. The answer is NO.,,,0,1,0
typescript,Does the index signature work with getters? I have effectively this: Where I would expect to do something like this: [code],No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
docker,hey guys what is the best way to troubleshoot localhost networking problems? i have a local mysql instance (non docker) and a webserver i want to talk to it. but it's not seeing outside itself. I'm a beginner at troubleshooting these use interactive mode?,"The sentence """""" i have a local mysql instance (non docker) and a webserver i want to talk to it. but it's not seeing outside itself. """""" uses <pattern>not seeing outside itself</pattern> to indicate the error or undesired behavior of the system. The answer is YES.",,,0,0,1
nodejs,Anyone familiar with Hexo? It uses stylus and I'm trying to figure out how to get some basic styling going.,No sentences found to indicate the error or undesired behavior of the system or code provided by the user. The answer is NO.,,,1,1,1
docker,"I have site1.com, site1.com ... site*.com runing on their own container, how to config all these containers all listen to port 80? just like apache vhost so i have to install nginx on the host machine ? or one of the image ,say site1.com let me have a look at the *.yml file?","The sentence """""" how to config all these containers all listen to port 80? """""" uses <pattern>how to config all these containers</pattern> to indicate that the user is looking for guidance on how to configure the containers to listen to port 80. The answer is YES.",,,1,0,0
nodejs,How can i prevent new socket.io connection on page reload. On page refresh i am connected with new socket id and not able to fetch previous socket data.,"The sentence """""" How can i prevent new socket.io connection on page reload. """""" uses <pattern>prevent new socket.io connection</pattern> to indicate that the user wants to prevent a new socket.io connection when the page is reloaded. The answer is YES.",,,0,0,1
deeplearning4j,"Hi , I am using HDFS as file system, when I run a DL4J application on spark, during the application execution, I am getting an error related to spark shuffling:org.apache.spark.shuffle.MetadataFetchFailedException: Missing an output location for shuffle 0is this error is because spark is not configured to write read and write form HDFS?","The sentence """""" during the application execution, I am getting an error related to spark shuffling:org.apache.spark.shuffle.MetadataFetchFailedException: Missing an output location for shuffle 0 """""" uses <pattern>getting an error related to spark shuffling</pattern> to indicate the error related to spark shuffling. The answer is YES.",,,0,0,1
deeplearning4j,"Hi all, I have some issue to build with snapshots and sbt: here is my Build.scala I get the following exception: can you help me with this? agibsonccc: i run it again an had the same issue, it's on aws and the network is working fine","The sentence """""" I get the following exception: can you help me with this? """""" uses <pattern>I get the following exception</pattern> to indicate that the user is encountering an exception. The answer is YES.",,,0,0,1
typescript,"Hey, I'm using this library: and it comes with a typescript header file: but I can't figure out how to import it properly. Any ideas? I've tried various styles of import, but I keep getting errors similar to '.../keycloak-js/dist/keycloak.d.ts' is not a module","The sentence """""" I've tried various styles of import, but I keep getting errors similar to '.../keycloak-js/dist/keycloak.d.ts' is not a module """""" uses <pattern>tried various styles of import</pattern> to indicate that the user is facing issues with importing the header file. The answer is YES.",,,0,0,1
docker,"what would be the ip address of a container in a swarm using the Overlay Network Driver? would that be the ip inside of ""docker inspect""?",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
docker,Where can I get help with the docker go sdk?,No sentences found to indicate the error or undesired behavior of the system or code provided by the user. The answer is NO.,,,1,1,1
typescript,"Does anyone know whether the following is intended behavior and, if yes, what the rationale is? The closest thing I could find is a that suggests that it should work.. maybe.",No sentences found to .. . The answer is NO.,,,1,1,1
nodejs,"Hi We just published a library- , Now when i am trying to install that version- NPM is giving me error that the version is not found. any specific reason ?","The sentence """""" NPM is giving me error that the version is not found. """""" uses <pattern>NPM giving error VB that the version is not found</pattern> to indicate that there is an error with the version of the library that the user is trying to install. The answer is YES.",,,0,0,1
docker,Someone can help me with adb inside docker? When i'm running container sometimes smartphone it's detected and sometimes no.,"The sentence """""" When i'm running container sometimes smartphone it's detected and sometimes no. """""" uses <pattern>sometimes smartphone VB and sometimes no</pattern> to indicate that the smartphone is not consistently being detected when running the container. The answer is YES.",,,0,0,1
ethereum,"I have a question? How much gigabytes will be downloaded if you put $ 2,500 worth of ether into a mist wallet? How much gigabytes will be downloaded if you put $ 2,500 worth of ether into a mist wallet? @doktor1897",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
appium,"Hello, i have updated my appium to 1.16.0 . while running test suite, I am getting this error ""[debug] [W3C] Encountered internal error running command: Error: The instrumentation process cannot be initialized. Make sure the application under test does not crash and investigate the logcat output. "" does any body knows abt it? Thanks! toien44: hey were you able to fix this issue ? i am getting similar kind of issue","The sentence """""" [debug] [W3C] Encountered internal error running command: Error: The instrumentation process cannot be initialized. Make sure the application under test does not crash and investigate the logcat output. """""" uses <pattern>Encountered internal error running command</pattern> to indicate that there is an internal error while running a command. The answer is YES.",,,0,0,1
docker,"Hey there, can anyone help me with an cron issue. I have a PHP container in which I need to run cron (for wordpress, because the wordpress cron is not running) I created a cron with supervisord and the service is running in the container but the crontab (which is also available in the container) is never starting or running in the dockerfile: cron tab file in the container: and the supervisor d: and the /tmp/test is never created its weird","The sentence """""" but the crontab (which is also available in the container) is never starting or running in the dockerfile: cron tab file in the container: and the supervisor d: and the /tmp/test is never created its weird """""" uses <pattern>never starting or running</pattern> to indicate that the crontab is not starting or running in the container. The answer is YES.",,,0,0,1
ethereum,"Hello have gotten some issue again, I lost my keystore file, and my private key . All I have it my 24 words seed . Pls can I still log in on my ETH wallet ?","The sentence """""" I lost my keystore file, and my private key. """""" uses <pattern>lost my keystore file, and my private key</pattern> to indicate that the user has lost their keystore file and private key. The answer is YES.",,,0,0,1
appium,"Hi,I'm using python. Is there a way to copy and paste text and Unicode from appium?send_keys only allows numbers.","The sentence """""" send_keys only allows numbers. """""" uses <pattern>VBZ only allow NNS</pattern> to indicate that the user is facing a limitation with the ""send_keys"" function in appium. The answer is YES.",,,0,0,1
ethereum,Hey guys I have been having trouble with how to set up any software for mining ether can anyone help me ? I know how to start mining and I already have an ether wallet I am having trouble with downloading the software I seem to be constantly downloading the wrong software please help?,"The sentence """""" I am having trouble with downloading the software I seem to be constantly downloading the wrong software """""" uses <pattern>having trouble with downloading the software</pattern> to indicate that the user is facing issues with downloading the software. The answer is YES.",,,0,0,1
docker,hey allo ! anyone know how to target a specific device when running container ? from here it says. what is the device serial? the actual android device serial ? or the usb serial ?,"The sentence """""" anyone know how to target a specific device when running container ? """""" uses <pattern>know how to target a specific device when running container</pattern> to indicate that the user is looking for a solution to target a specific device. The answer is YES.",,,1,0,0
nodejs,"hello guys, haw I can streaming video from my webcam with nodejs",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
appium,hi i am not able to launch appium after upgrade node version 10.0.0. TypeError: frame.getFileName is not a function at isInsideNodeModules (internal/util.js:360:28),"The sentence """""" i am not able to launch appium after upgrade node version 10.0.0. TypeError: frame.getFileName is not a function at isInsideNodeModules (internal/util.js:360:28) """""" uses <pattern>not able to launch appium</pattern> to indicate that the user is having trouble launching appium after upgrading node version. The answer is YES.",,,0,0,1
deeplearning4j,"I have a quick question about the word2vecSentimentRNN example? from my understanding this is a supervised learning approach since the model gets trained initially, is this correct?","The sentence """""" from my understanding this is a supervised learning approach since the model gets trained initially, is this correct? """""" uses <pattern>this is a supervised learning approach</pattern> to indicate the user's understanding of the approach. The answer is YES.",,,0,0,1
