source,issue,openAI_ETD1,openAI_ETD2,openAI_ETD3,y'1,y'2,y'3,y_ETD,y''_ETD,ACC_AI_ETD
appium,"Hi,I'm using python. Is there a way to copy and paste text and Unicode from appium?send_keys only allows numbers.","The sentence """""" Is there a way to copy and paste text and Unicode from appium? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user expects to ""copy and paste text and Unicode from appium"". The answer is YES.","The sentence """""" Is there a way to copy and paste text and Unicode from appium """""" uses <pattern>is there a way to VB</pattern> to indicate that the user expects to ""copy and paste text and Unicode from appium"". The answer is YES.","The sentence """""" Is there a way to copy and paste text and Unicode from appium? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user expects to ""copy and paste text and Unicode from appium"". The answer is YES.",0,0,0,0,0,1
ethereum,Hey guys I have been having trouble with how to set up any software for mining ether can anyone help me ? I know how to start mining and I already have an ether wallet I am having trouble with downloading the software I seem to be constantly downloading the wrong software please help?,"The sentence """""" can anyone help me ? """""" uses <pattern>can anyone help me ?</pattern> to indicate that the user expects ""someone"" to ""help"". The answer is YES.","The sentence """""" I know how to start mining and I already have an ether wallet I am having trouble with downloading the software I seem to be constantly downloading the wrong software please help? """""" uses <pattern>having trouble with VBG</pattern> to indicate that the user expects to ""download the software"". The answer is YES.","The sentence """""" I am having trouble with downloading the software I seem to be constantly downloading the wrong software please help? """""" uses <pattern>having trouble with sth</pattern> to indicate that the user expects ""downloading the software"". The answer is YES.",0,0,0,0,0,1
docker,hey allo ! anyone know how to target a specific device when running container ? from here it says. what is the device serial? the actual android device serial ? or the usb serial ?,"The sentence """""" what is the device serial? """""" uses <pattern>what is...</pattern> to indicate that the user expects ""device serial"". The answer is YES.","The sentence """""" from here it says. what is the device serial? the actual android device serial ? or the usb serial ? """""" uses <pattern>what is</pattern> to indicate that the user expects to know ""the device serial"". The answer is YES.","The sentence """""" anyone know how to target a specific device when running container """""" uses <pattern>know how to VB</pattern> to indicate that the user expects to ""target a specific device when running container"". The answer is YES.",0,0,0,0,0,1
nodejs,"hello guys, haw I can streaming video from my webcam with nodejs","The sentence """""" haw I can streaming video from my webcam with nodejs """""" uses <pattern>haw I can VB</pattern> to indicate that the user expects to ""streaming video from my webcam with nodejs"". The answer is YES.","The sentence """""" haw I can streaming video from my webcam with nodejs """""" uses <pattern>how can I VB</pattern> to indicate that the user expects to ""streaming video from my webcam with nodejs"". The answer is YES.","The sentence """""" haw I can streaming video from my webcam with nodejs """""" uses <pattern>haw I can VB</pattern> to indicate that the user expects to ""streaming video from my webcam with nodejs"". The answer is YES.",0,0,0,0,0,1
appium,hi i am not able to launch appium after upgrade node version 10.0.0. TypeError: frame.getFileName is not a function at isInsideNodeModules (internal/util.js:360:28),"The sentence """""" i am not able to launch appium after upgrade node version 10.0.0 """""" uses <pattern>not able to VB</pattern> to indicate that the user expects to ""launch appium"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" i am not able to launch appium after upgrade node version 10.0.0. """""" uses <pattern>not able to VB</pattern> to indicate that the user expects to ""launch appium"". The answer is YES.",0,1,0,1,0,0
deeplearning4j,"I have a quick question about the word2vecSentimentRNN example? from my understanding this is a supervised learning approach since the model gets trained initially, is this correct?","The sentence """""" from my understanding this is a supervised learning approach since the model gets trained initially """""" uses <pattern>my understanding is that sth</pattern> to indicate that the user expects ""the word2vecSentimentRNN example"" to be ""a supervised learning approach"". The answer is YES.","The sentence """""" this is a supervised learning approach since the model gets trained initially """""" uses <pattern>this is a</pattern> to indicate that the user expects ""this is a supervised learning approach"". The answer is YES.","The sentence """""" from my understanding this is a supervised learning approach since the model gets trained initially, is this correct? """""" uses <pattern>from my understanding, ... is this correct?</pattern> to indicate that the user expects the word2vecSentimentRNN example to be ""a supervised learning approach"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"Guys, I have a conceptual question in the working of the training. So few days back I asked and was told that if a DataSetIterator iterates over the entire dataset in each .next() then the number of epochs and number of iterations are essentially the same. My question is, I assume the possibility of iterating over smaller portions of the data set must have provided some use case (better results?) can some one who has more information on this please coment?@AlexDBlack@raver119?Also if I call train with a datasetIterator that has a batch size of imagine total/10 (can provide 10 batches) and have defined number of iterations as 5, the fit() method will iterate 5 times over each batch? so in total of 10 batches * 5 iterations ? or am I all worng","The sentence """""" My question is, I assume the possibility of iterating over smaller portions of the data set must have provided some use case (better results?) can some one who has more information on this please coment?@AlexDBlack@raver119? """""" uses <pattern>assume sth</pattern> to indicate that the user expects the possibility of ""iterating over smaller portions of the data set"" to ""provide some use case (better results?)"". The answer is YES.","The sentence """""" My question is, I assume the possibility of iterating over smaller portions of the data set must have provided some use case (better results?) can some one who has more information on this please coment? """""" uses <pattern>I assume sth must have VB</pattern> to indicate that the user expects ""iterating over smaller portions of the data set"" to ""have provided some use case (better results?)"". The answer is YES.","The sentence """""" My question is, I assume the possibility of iterating over smaller portions of the data set must have provided some use case (better results?) """""" uses <pattern>must have provided sth</pattern> to indicate that the user expects ""iterating over smaller portions of the data set"" to ""have provided some use case (better results?)"". The answer is YES.",0,0,0,0,0,1
appium,Has anyone seen the error :'Error: Cannot find module 'appium-gulp-plugins'' when running 'npm install -g appium-xcuitest-driver' ?,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" Has anyone seen the error :'Error: Cannot find module 'appium-gulp-plugins'' """""" uses <pattern>seen sth</pattern> to indicate that the user expects to ""see the error"". The answer is YES.",1,1,0,0,1,0
deeplearning4j,"anyone encounter this error when using deeplearning4j on spark: Exception in thread ""main"" java.lang.IllegalStateException: No updater to combine was trying to run the example codes ok",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" trying to run the example codes """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""run the example codes"". The answer is YES.","The sentence """""" trying to run the example codes """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""run the example codes"". The answer is YES.",1,0,0,1,0,0
nodejs,"Hey, I am trying to migrate from cjs to es6 I want to convert I was thinking of something like, but SplitBox is const so can't reassign it Please let me know what else can be done.","The sentence """""" I want to convert I was thinking of something like """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""convert something"". The answer is YES.","The sentence """""" I want to convert SplitBox is const so can't reassign it """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""convert SplitBox"". The answer is YES.","The sentence """""" I want to convert """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""convert"". The answer is YES.",0,0,0,0,0,1
gitter,"Hi gitter folks, are there any plans to do work on the Android client? And if you are, is there a place where one can contribute with issues and feedback","The sentence """""" are there any plans to do work on the Android client? """""" uses <pattern>are there any plans to VB</pattern> to indicate that the user expects ""work on the Android client"". The answer is YES.","The sentence """""" are there any plans to do work on the Android client? """""" uses <pattern>are there any plans to VB</pattern> to indicate that the user expects ""work on the Android client"". The answer is YES.","The sentence """""" are there any plans to do work on the Android client? """""" uses <pattern>are there any plans to VB</pattern> to indicate that the user expects ""plans to do work on the Android client"". The answer is YES.",0,0,0,0,0,1
gitter,"Hi, is there a way to create private rooms? it's mentioned on the Billing page and I could swear I used them in the past but now just can't find a way to do it. Oh never mind, found the way to do it from theAdd A Roombutton. Wasn't clear to me from the new community creation workflow.","The sentence """""" it's mentioned on the Billing page and I could swear I used them in the past but now just can't find a way to do it """""" uses <pattern>could swear sth</pattern> to indicate that the user expects to ""create private rooms"". The answer is YES.","The sentence """""" Wasn't clear to me from the new community creation workflow """""" uses <pattern>Wasn't clear to me from</pattern> to indicate that the user expects the ""new community creation workflow"" to be ""clear"". The answer is YES.","The sentence """""" Wasn't clear to me from the new community creation workflow """""" uses <pattern>clear to VB</pattern> to indicate that the user expects to ""clear from the new community creation workflow"". The answer is YES.",0,0,0,0,0,1
ethereum,AliceTheHive: How can I check if RPC is disabled in geth? How can I even issue a tx from a console? I cannot type anything in the console after typing geth + enter Is this still an issue: ?,No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" How can I check if RPC is disabled in geth? """""" uses <pattern>how can I VB</pattern> to indicate that the user expects to ""check if RPC is disabled in geth"". The answer is YES.","The sentence """""" How can I check if RPC is disabled in geth? """""" uses <pattern>can I VB</pattern> to indicate that the user expects to ""check if RPC is disabled in geth"". The answer is YES.",1,0,0,0,0,1
docker,all: trying to find a simple way to tail or access stdout of a linked container running a simple service from another container (running tests) - I'd rather not modify the container running the service i.e. just use stdout - is there a good way to write stdout to a shared volume??,"The sentence """""" I'd rather not modify the container running the service """""" uses <pattern>rather not VB</pattern> to indicate that the user expects to ""not modify the container running the service"". The answer is YES.","The sentence """""" trying to find a simple way to tail or access stdout of a linked container """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""find a simple way to tail or access stdout of a linked container"". The answer is YES.","The sentence """""" - I'd rather not modify the container running the service i.e. just use stdout - is there a good way to write stdout to a shared volume?? """""" uses <pattern>rather not VB</pattern> to indicate that the user expects to ""write stdout to a shared volume"". The answer is YES.",0,0,0,0,0,1
gitter,"hey gitter support, can you help me rename my gitter channel ( My library changed name to bunit. So can I change the name to","The sentence """""" can you help me rename my gitter channel ( My library changed name to bunit. So can I change the name to """""" uses <pattern>can you help me VB</pattern> to indicate that the user expects ""help me rename"". The answer is YES.","The sentence """""" can you help me rename my gitter channel """""" uses <pattern>can you help me VB</pattern> to indicate that the user expects ""rename my gitter channel"". The answer is YES.","The sentence """""" can you help me rename my gitter channel """""" uses <pattern>can you VB</pattern> to indicate that the user expects gitter support to ""help me rename my gitter channel"". The answer is YES.",0,0,0,0,0,1
typescript,"webstrand: my ts code consumes modules withimport from, but I have some dynamicrequire()calls that need to happen during runtime and can't be compiled away into static ones. will rollup choke on it? I'm using them to have a module/addon/extension system in my app well, thats better asked in a rollup discussion place anyway. you gave me some great pointers guys. thank you :)",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" will rollup choke on it? """""" uses <pattern>will sth VB</pattern> to indicate that the user expects ""rollup"" to ""choke on it"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,1,0,1,0,1,0
ethereum,i want to run serpent contract in geth testnet. how can i go about it?,"The sentence """""" i want to run serpent contract in geth testnet """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""run serpent contract in geth testnet"". The answer is YES.","The sentence """""" i want to run serpent contract in geth testnet """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""run serpent contract in geth testnet"". The answer is YES.","The sentence """""" i want to run serpent contract in geth testnet """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""run serpent contract in geth testnet"". The answer is YES.",0,0,0,0,0,1
docker,Good day everyone! Is there a way to order commands in docker-compose? Thank you.,"The sentence """""" Is there a way to order commands in docker-compose? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user expects to ""order commands in docker-compose"". The answer is YES.","The sentence """""" Is there a way to order commands in docker-compose? """""" uses <pattern>a way to VB</pattern> to indicate that the user expects ""a way to order commands in docker-compose"". The answer is YES.","The sentence """""" Is there a way to order commands in docker-compose? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user expects to ""order commands in docker-compose"". The answer is YES.",0,0,0,0,0,1
ethereum,"I need help recovering a wallet. Who can I contact? I have the key, dont remember the pass Yeah it appears I have forgotten my pre-sale password I just have the json","The sentence """""" I need help recovering a wallet. """""" uses <pattern>need help</pattern> to indicate that the user expects to ""recover a wallet"". The answer is YES.","The sentence """""" I need help recovering a wallet. """""" uses <pattern>need help</pattern> to indicate that the user expects ""recovering a wallet"". The answer is YES.","The sentence """""" Who can I contact? """""" uses <pattern>who can I contact</pattern> to indicate that the user expects to ""contact someone"". The answer is YES.",0,0,0,0,0,1
nodejs,hello all anyone who can help me when using webpack with hybride crypto js it gives me error ERROR in keymanager.js Module not found: Error: Can't resolve 'react-native',"The sentence """""" anyone who can help me when using webpack with hybride crypto js it gives me error ERROR in keymanager.js Module not found: Error: Can't resolve 'react-native' """""" uses <pattern>can help me</pattern> to indicate that the user expects ""help using webpack with hybride crypto js"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" anyone who can help me when using webpack with hybride crypto js it gives me error ERROR in keymanager.js Module not found: Error: Can't resolve 'react-native' """""" uses <pattern>anyone who can help me</pattern> to indicate that the user expects someone to ""help me"". The answer is YES.",0,1,0,0,0,1
gitter,Has anyone else noticed that Alt-clicking timestamps to insert links into the chat input field stops working periodically? Restarting the Gitter client (I'm using the desktop client) fixes the issue. I'll check the Console next time and see if an error is generated when it fails to work correctly.,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1,1,1,1
docker,"Did someone tryed to debug java container via Windows machine? I`m getting just an error all time and I`ve forwarded 8000 port throught docker-compose trying to connect 192.168.99.100:8000 for debug via Intellij Idea, but it fails","The sentence """""" I`m trying to connect 192.168.99.100:8000 for debug via Intellij Idea, but it fails """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""connect 192.168.99.100:8000 for debug via Intellij Idea"". The answer is YES.","The sentence """""" I`m getting just an error all time and I`ve forwarded 8000 port throught docker-compose trying to connect 192.168.99.100:8000 for debug via Intellij Idea, but it fails """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""connect 192.168.99.100:8000 for debug via Intellij Idea"". The answer is YES.","The sentence """""" I`m getting just an error all time and I`ve forwarded 8000 port throught docker-compose trying to connect 192.168.99.100:8000 for debug via Intellij Idea, but it fails """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""connect 192.168.99.100:8000 for debug"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"Hello! I have problem using CUDA - it not work. I tries with different ways. Maybe graphic card too old, but it has CUDA... I build examples with maven and here logs and other info: Ok. Thank you. Can you add this info into requirements? I spend much time trying to solve the problem :)",No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1,1,1,1
gitter,"hey guys, I just started using gitter, I logged in with twitter first and downloaded the Mac OS X app, but then I found some rooms that required me to be logged in with github, so I logged out in the browser and logged back in with github, but I can't find how to logout of the desktop app to make my account a github account only or how to add my github account to the twitter login so it knows that I have a github account too Thanks! I didn't realize there was a menu bar option, I was clicking on my picture on the main app, looking in the menu, and using the command-comma to look for something in the options. Gitter n00b :-)","The sentence """""" but I can't find how to logout of the desktop app to make my account a github account only or how to add my github account to the twitter login so it knows that I have a github account too """""" uses <pattern>can't find how to VB</pattern> to indicate that the user expects to ""logout of the desktop app"". The answer is YES.","The sentence """""" but then I found some rooms that required me to be logged in with github, so I logged out in the browser and logged back in with github, """""" uses <pattern>logged out ADJ to VB</pattern> to indicate that the user expects to ""log out in the browser"". The answer is YES.","The sentence """""" so I logged out in the browser and logged back in with github, but I can't find how to logout of the desktop app to make my account a github account only or how to add my github account to the twitter login """""" uses <pattern>can't VB</pattern> to indicate that the user expects to ""logout of the desktop app"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"Question, how can I judge TerminationReason is Error or IterationTerminationCondition or EpochTerminationCondition? When "" Hit epoch termination condition at epoch 29. Details: MaxEpochsTerminationCondition(30)â€œ, if I continue trainer.fit() will it be overfit again? So code will not make thing worse?","The sentence """""" If I continue trainer.fit() will it be overfit again? """""" uses <pattern>will it be sth</pattern> to indicate that the user expects ""trainer.fit()"" to ""be overfit again"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" When "" Hit epoch termination condition at epoch 29 """""" uses <pattern>When...</pattern> to indicate that the user expects to ""Hit epoch termination condition"". The answer is YES.",0,1,0,0,0,1
deeplearning4j,"hi, is there any instructions to decide how many layers should I choose? if so may take a lot try and effort","The sentence """""" if so may take a lot try and effort """""" uses <pattern>may take sth</pattern> to indicate that the user expects ""a lot try and effort"". The answer is YES.","The sentence """""" is there any instructions to decide how many layers should I choose? """""" uses <pattern>is there any instructions to VB</pattern> to indicate that the user expects to ""choose how many layers"". The answer is YES.","The sentence """""" is there any instructions to decide how many layers should I choose? """""" uses <pattern>is there any instructions</pattern> to indicate that the user expects ""instructions to decide how many layers should I choose"". The answer is YES.",0,0,0,0,0,1
ethereum,Guys is there any other place which is safe where I can turn my BTC into ETH? Tried shapeshifting and they just scammed me,"The sentence """""" Tried shapeshifting and they just scammed me """""" uses <pattern>tried VBG and they VB</pattern> to indicate that the user expects ""shapeshifting"" to scam the user. The answer is YES.","The sentence """""" Tried shapeshifting and they just scammed me """""" uses <pattern>tried VBD</pattern> to indicate that the user expects to ""turn my BTC into ETH"". The answer is YES.","The sentence """""" Tried shapeshifting and they just scammed me """""" uses <pattern>tried sth and ...</pattern> but ""tried shapeshifting"" is not the user's expectation, so the answer is NO.",0,0,1,0,0,1
deeplearning4j,hello im getting exception when trying to use transfer learning api heres the gist the error is on TransferLearningHelper transferLearningHelper = new TransferLearningHelper(net);,"The sentence """""" im getting exception when trying to use transfer learning api """""" uses <pattern>getting sth when VBG</pattern> to indicate that the user expects ""exception when trying to use transfer learning api"". The answer is YES.","The sentence """""" heres the gist the error is on TransferLearningHelper transferLearningHelper = new TransferLearningHelper(net); """""" uses <pattern>the error is on</pattern> to indicate that the user expects the error on ""TransferLearningHelper transferLearningHelper = new TransferLearningHelper(net);"". The answer is YES.","The sentence """""" heres the gist the error is on TransferLearningHelper transferLearningHelper = new TransferLearningHelper(net); """""" uses <pattern>error is on</pattern> to indicate that the user expects the error to ""be on TransferLearningHelper transferLearningHelper = new TransferLearningHelper(net);"". The answer is YES.",0,0,0,0,0,1
gitter,"how do I join a channel from the IRC gateway? the usual IRC syntax #user/project doesn't work, even tho' the one channel I see via the IRC client has that same form mm odd enough I could join this channel from the irc client (where I'm typing this very line), but I cannot do the same with scopatz/xonsh ohhh wait, the github project got renamed, but the title via web interface stayed scopatz/xonsh my bad, sorry for the noise","The sentence """""" how do I join a channel from the IRC gateway? """""" uses <pattern>how do I VB</pattern> to indicate that the user expects to ""join a channel from the IRC gateway"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,0,1,1,0,1,0
typescript,"does the dts have ""declare module 'hyperapp'"" in it? right, that declares a global symbol hyperapp that doesnt work when you use it with the ""import from 'hyperapp'"" syntax","The sentence """""" does the dts have ""declare module 'hyperapp'"" in it? """""" uses <pattern>does sth have</pattern> to indicate that the user expects ""dts have 'declare module 'hyperapp'"" in it"". The answer is YES.","The sentence """""" that doesnt work when you use it with the ""import from 'hyperapp'"" syntax """""" uses <pattern>doesnt work when VB</pattern> to indicate that the user expects ""import from 'hyperapp'"" to ""work"". The answer is YES.","The sentence """""" that doesnt work when you use it with the ""import from 'hyperapp'"" syntax """""" uses <pattern>doesnt work when you use sth</pattern> to indicate that the user expects ""the syntax"" to ""not work"". The answer is YES.",0,0,0,1,0,0
deeplearning4j,"If I have to run a spark example on a cluster, does the master node have to have GPU cards or CUDA installed? I assume no but I get an error if I try to run a spark example. ""Caused by: org.nd4j.linalg.factory.Nd4jBackend$NoAvailableBackendException: Please ensure that you have an nd4j backend on your classpath. Please see: "" I built the uber jar using ""mvn clean package -P shade"" from the dl4j-spark-examples dir Is there anything I am missing? I have GPU cards on slave nodes + CUDA installed","The sentence """""" Please ensure that you have an nd4j backend on your classpath. Please see: "" """""" uses <pattern>Please ensure that...</pattern> to indicate that the user expects to ""have an nd4j backend on your classpath"". The answer is YES.","The sentence """""" If I have to run a spark example on a cluster, does the master node have to have GPU cards or CUDA installed? """""" uses <pattern>have to VB</pattern> to indicate that the user expects ""the master node"" to ""have GPU cards or CUDA installed"". The answer is YES.","The sentence """""" does the master node have to have GPU cards or CUDA installed? """""" uses <pattern>have to VB</pattern> to indicate that the user expects ""the master node"" to ""have GPU cards or CUDA installed"". The answer is YES.",0,0,0,0,0,1
appium,"Hi, could someone help me with appium in docker container, I have an issue and don`t know how to solve it.","The sentence """""" could someone help me with appium in docker container """""" uses <pattern>could someone help me with</pattern> to indicate that the user expects ""someone to help with appium in docker container"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" I have an issue and don`t know how to solve it. """""" uses <pattern>don't know how to VB</pattern> to indicate that the user expects to ""solve it"". The answer is YES.",0,1,0,1,0,0
ethereum,"Installing Ethereum Wallet, last of couple of blocks are not being download for last couple of hours. network is connected and peers are available. if I stop the process and re-run does it start downloading all the blocks again or it will continue from where it was?","The sentence """""" if I stop the process and re-run does it start downloading all the blocks again or it will continue from where it was? """""" uses <pattern>does it start VB</pattern> to indicate that the user expects to ""start downloading all the blocks again or it will continue from where it was?"". The answer is YES.","The sentence """""" if I stop the process and re-run does it start downloading all the blocks again or it will continue from where it was? """""" uses <pattern>it will VB</pattern> to indicate that the user expects to ""continue from where it was"". The answer is YES.","The sentence """""" does it start downloading all the blocks again or it will continue from where it was? """""" uses <pattern>will sth VB</pattern> to indicate that the user expects ""the process"" to ""continue from where it was"". The answer is YES.",0,0,0,0,0,1
typescript,"does someone has experience here with typeorm in combination with heroku postgres I am new to Typescript and tried to setup my first db, bcs i loved jpa when working with java i also wanted to use typeorm here. My problem is that i just didnt understood how it should work. Do you have maybe a code example or a good tutorial how do you connect to the heroku db(should also work from starting the application local)","The sentence """""" Do you have maybe a code example or a good tutorial how do you connect to the heroku db(should also work from starting the application local) """""" uses <pattern>have sth</pattern> to indicate that the user expects ""a code example or a good tutorial how to connect to the heroku db"". The answer is YES.","The sentence """""" Do you have maybe a code example or a good tutorial how do you connect to the heroku db """""" uses <pattern>how do you VB</pattern> to indicate that the user expects to ""connect to the heroku db"". The answer is YES.","The sentence """""" I am new to Typescript and tried to setup my first db """""" uses <pattern>tried to VB</pattern> to indicate that the user expects to ""setup my first db"". The answer is YES.",0,0,0,0,0,1
nodejs,ajay7868: any one let me know how to send response 200 when data insertvar error = new Error();error.status = 200;callback(error);return app.models.Subject.create({ ...data });i am sending data like this@usingloop back,"The sentence """""" i am sending data like this@usingloop back """""" uses <pattern>@usingloop VB</pattern> to indicate that the user expects to ""usingloop"". The answer is YES.","The sentence """""" i am sending data like this@usingloop back """""" uses <pattern>i am sending</pattern> to indicate that the user expects to ""send data"". The answer is YES.","The sentence """""" i am sending data like this@usingloop back """""" uses <pattern>sending sth</pattern> to indicate that the user expects to ""send data"". The answer is YES.",0,0,0,0,0,1
nodejs,hey there. Is it possible to immediate pass code from the command line to node? eg from cmd line: ah tnx :),"The sentence """""" Is it possible to immediate pass code from the command line to node? """""" uses <pattern>is it possible to VB</pattern> to indicate that the user expects to ""pass code from the command line to node"". The answer is YES.","The sentence """""" Is it possible to immediate pass code from the command line to node? """""" uses <pattern>is it possible to VB</pattern> to indicate that the user expects to ""immediate pass code from the command line to node"". The answer is YES.","The sentence """""" Is it possible to immediate pass code from the command line to node? """""" uses <pattern>is it possible to VB</pattern> to indicate that the user expects to ""immediate pass code from the command line to node"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"hi , if i want to use SVM classifer as the classifer of the DBN,not BP, what should i do?","The sentence """""" if i want to use SVM classifer as the classifer of the DBN """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""use SVM classifer as the classifer of the DBN"". The answer is YES.","The sentence """""" if i want to use SVM classifer as the classifer of the DBN,not BP, what should i do? """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""use SVM classifer as the classifer of the DBN"". The answer is YES.","The sentence """""" if i want to use SVM classifer as the classifer of the DBN,not BP, what should i do? """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""use SVM classifer as the classifer of the DBN"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"I've trained sparkdl4jmultilayer model with configuration of recurrent neural net for regression task on the training set containing time series data. The model is trained successfully. Now, I am trying to do predictions using it on my prediction set which is a spark dataframe. But how can I input my dataframe to the model ?I've tried iterating through each row of dataframe and converting it to the Vector but to create a Vector from it, I need Array[Double]. As my dataset also has timeseries data, its not allowing that. Is there any solution to this ?","The sentence """""" Now, I am trying to do predictions using it on my prediction set which is a spark dataframe """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""do predictions using it on the prediction set"". The answer is YES.","The sentence """""" Now, I am trying to do predictions using it on my prediction set which is a spark dataframe """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""do predictions using it on my prediction set"". The answer is YES.","The sentence """""" But how can I input my dataframe to the model ? """""" uses <pattern>how can I VB</pattern> to indicate that the user expects to ""input my dataframe to the model"". The answer is YES.",0,0,0,0,0,1
typescript,Hey! Is it possible to access a property using a string? Something likethis.['string'];,"The sentence """""" Something likethis.['string']; """""" uses <pattern>something like</pattern> to indicate that the user expects to ""access a property using a string"". The answer is YES.","The sentence """""" Is it possible to access a property using a string? """""" uses <pattern>is it possible to VB</pattern> to indicate that the user expects to ""access a property using a string"". The answer is YES.","The sentence """""" Something likethis.['string']; """""" uses <pattern>[sth].['sth']</pattern> to indicate that the user expects to ""access a property using a string"". The answer is YES.",0,0,0,0,0,1
typescript,hi all.. can somebody please clarify why typecheck doesnt work when key is dynamic? but if I do items.key it all works any ideas?,"The sentence """""" why typecheck doesnt work when key is dynamic? """""" uses <pattern>whysth doesnt VB</pattern> to indicate that the user expects to ""typecheck doesnt work when key is dynamic"". The answer is YES.","The sentence """""" can somebody please clarify why typecheck doesnt work when key is dynamic? """""" uses <pattern>why sth doesnt work</pattern> to indicate that the user expects ""typecheck doesnt work when key is dynamic"". The answer is YES.","The sentence """""" can somebody please clarify why typecheck doesnt work when key is dynamic? """""" uses <pattern>can somebody please VB</pattern> to indicate that the user expects ""typecheck doesnt work when key is dynamic"". The answer is YES.",0,0,0,1,0,0
gitter,Trying to implement Gitter for my org but email notifications dont seem to work. Any help is appreciated! I am expecting that I get an email notification when someone posts a message directly to me. But it has not worked until now. I went through the doc and made sure I have selected the right notifications. Maybe I am expecting something that is not available. Please let me know if that is the case. MadLittleMods:,"The sentence """""" I am expecting that I get an email notification when someone posts a message directly to me. """""" uses <pattern>expecting that</pattern> to indicate that the user expects to ""get an email notification when someone posts a message directly to me"". The answer is YES.","The sentence """""" Maybe I am expecting something that is not available """""" uses <pattern>expecting sth</pattern> to indicate that the user expects ""something that is not available"". The answer is YES.","The sentence """""" I am expecting that I get an email notification when someone posts a message directly to me. """""" uses <pattern>expecting that</pattern> to indicate that the user expects to ""get an email notification when someone posts a message directly to me"". The answer is YES.",0,0,0,0,0,1
docker,Hi all I have problem with accessing intranet from container. But have no problems accessing extranet from container. In host machine I can access intranet successfully. Any ideas how to debug & fix this? Any cmd to check this?,"The sentence """""" Any ideas how to debug & fix this? """""" uses <pattern>Any idea how to VB</pattern> to indicate that the user expects ""debug & fix this"". The answer is YES.","The sentence """""" Any ideas how to debug & fix this? """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""debug & fix this"". The answer is YES.","The sentence """""" Any ideas how to debug & fix this? """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""debug & fix this"". The answer is YES.",0,0,0,0,0,1
appium,"npatelautomation: Hi, I have upgraded my appium version to 1.10 and scrolling command is not working for me (browser.execute('mobile: scroll', {direction: dir});) Does anyone facing this issue? Kindly please help thanks",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" scrolling command is not working for me """""" uses <pattern>is not ADJ</pattern> to indicate that the user expects to ""scrolling command"" to ""work for me"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,1,0,1,1,1,1
